,AdjDE_x,AdjDE_y,AdjOE_x,AdjOE_y,AdjTempo_x,AdjTempo_y,DE_x,DE_y,OE_x,OE_y,Pythag_x,Pythag_y,RankAdjDE_x,RankAdjDE_y,RankAdjOE_x,RankAdjOE_y,RankAdjTempo_x,RankAdjTempo_y,RankDE_x,RankDE_y,RankOE_x,RankOE_y,RankPythag_x,RankPythag_y,RankTempo_x,RankTempo_y,Result,Tempo_x,Tempo_y,game_id,season,t1TeamName,t1_id,t1_score,t1_teamname,t2TeamName,t2_id,t2_score,t2_teamname,team1_fg2pct,team1_fg3pct,team1_ftpct,team2_fg2pct,team2_fg3pct,team2_ftpct,x_pt_team_season_losses,x_pt_team_season_wins,x_rpi_rating,x_seed,y_pt_team_season_losses,y_pt_team_season_wins,y_rpi_rating,y_seed
425,92.2717,94.3368,111.9937,117.2739,68.4696,67.493,95.7768,94.6374,109.9945,112.0145,0.902702,0.924343,17.0,38.0,30.0,4.0,86.0,121.0,51.0,34.0,29.0,15.0,18.0,8.0,79.0,72.0,1,69.1279,69.3505,2009-1437-1181,2009.0,Villanova,1437.0,77.0,Villanova,Duke,1181.0,54.0,Duke,49.7656,35.2354,75.2992,49.5077,34.8564,72.7876,7.0,26.0,0.594,3.0,6.0,28.0,0.57,2.0
35,92.6916,103.849,110.234,107.406,69.6261,70.2443,95.0957,99.404,106.9812,111.7438,0.880088,0.595631,22.0,220.0,36.0,63.0,167.0,145.0,44.0,124.0,58.0,12.0,16.0,108.0,100.0,149.0,1,71.4302,70.1629,2002-1163-1214,2002.0,Connecticut,1163.0,78.0,Connecticut,Hampton,1214.0,67.0,Hampton,50.4627,39.3862,69.6315,53.4684,35.5,66.8774,6.0,24.0,0.627,2.0,6.0,26.0,0.511,15.0
434,92.4044,102.0272,112.6017,112.5865,68.4894,68.6484,94.2045,99.9883,110.4835,114.6974,0.906644,0.756309,19.0,174.0,25.0,26.0,85.0,79.0,25.0,139.0,25.0,6.0,14.0,73.0,66.0,128.0,1,69.5635,67.5835,2009-1242-1295,2009.0,Kansas,1242.0,84.0,Kansas,North Dakota St.,1295.0,74.0,North Dakota St.,52.6239,36.7381,72.5064,51.5224,40.255,74.3666,7.0,25.0,0.57,3.0,6.0,26.0,0.538,14.0
715,98.6776,97.296,119.4575,103.1066,64.3561,61.4065,101.0851,96.4979,115.2419,104.9603,0.900041,0.660846,59.0,46.0,5.0,199.0,275.0,342.0,96.0,25.0,12.0,169.0,11.0,98.0,297.0,343.0,1,63.8201,60.779,2014-1458-1110,2014.0,Wisconsin,1458.0,75.0,Wisconsin,American,1110.0,35.0,American,51.2612,37.5949,74.5645,55.1478,37.9121,70.6542,7.0,26.0,0.567,2.0,12.0,20.0,0.556,15.0
74,94.2976,98.7009,115.3631,109.0285,72.423,72.9304,95.8249,100.8597,111.4246,109.179,0.910416,0.75849,40.0,109.0,8.0,44.0,35.0,25.0,44.0,167.0,13.0,30.0,10.0,61.0,29.0,37.0,1,73.1563,72.5315,2003-1181-1141,2003.0,Duke,1181.0,86.0,Duke,Central Michigan,1141.0,60.0,Central Michigan,49.8854,36.3095,71.2375,56.0842,38.4191,76.3329,6.0,24.0,0.623,3.0,6.0,24.0,0.593,11.0
294,92.4556,100.7944,118.5962,114.0357,60.2223,64.7544,95.3494,104.7293,115.3203,111.8666,0.94601,0.805249,14.0,131.0,2.0,17.0,327.0,246.0,37.0,223.0,6.0,23.0,4.0,51.0,328.0,196.0,1,59.7152,66.2363,2007-1207-1130,2007.0,Georgetown,1207.0,62.0,Georgetown,Boston College,1130.0,55.0,Boston College,57.7666,37.0079,70.9581,53.7885,34.8754,72.4399,6.0,26.0,0.604,2.0,11.0,20.0,0.582,7.0
771,90.5701,99.1317,113.0489,112.9894,61.1689,66.767,91.0838,96.5187,113.6498,115.7403,0.92754,0.818276,8.0,104.0,18.0,19.0,322.0,75.0,10.0,56.0,16.0,10.0,8.0,35.0,284.0,47.0,1,62.6865,67.8623,2015-1428-1372,2015.0,Utah,1428.0,57.0,Utah,Stephen F. Austin,1372.0,50.0,Stephen F. Austin,52.7607,40.1681,70.178,55.5977,38.1271,73.1812,8.0,24.0,0.563,5.0,4.0,29.0,0.418,12.0
509,92.8376,89.6768,115.8246,111.7599,63.413,69.4026,97.7246,92.0294,111.9112,111.7162,0.927175,0.926329,31.0,9.0,9.0,26.0,312.0,71.0,98.0,21.0,17.0,19.0,5.0,6.0,298.0,57.0,1,63.9891,70.2518,2010-1452-1246,2010.0,West Virginia,1452.0,73.0,West Virginia,Kentucky,1246.0,66.0,Kentucky,47.9356,33.7714,70.3917,54.5752,33.142,66.9072,6.0,27.0,0.573,2.0,2.0,32.0,0.565,1.0
707,103.1756,100.2536,114.6785,116.8829,64.2445,71.2843,105.2203,104.5585,116.8623,113.3529,0.771279,0.853823,140.0,81.0,20.0,13.0,278.0,17.0,183.0,165.0,6.0,25.0,55.0,29.0,289.0,11.0,1,64.0884,71.9576,2014-1295-1328,2014.0,North Dakota St.,1295.0,80.0,North Dakota St.,Oklahoma,1328.0,75.0,Oklahoma,55.4301,34.7418,75.7622,48.6739,37.9494,74.9377,6.0,25.0,0.578,12.0,9.0,23.0,0.561,5.0
502,88.7593,91.8015,107.2779,109.9856,67.1506,65.6275,91.454,97.1052,106.5055,107.133,0.898364,0.888775,4.0,21.0,71.0,43.0,180.0,246.0,11.0,84.0,80.0,64.0,15.0,17.0,203.0,222.0,1,66.7383,66.4943,2010-1345-1401,2010.0,Purdue,1345.0,63.0,Purdue,Texas A&M,1401.0,61.0,Texas A&M,49.6713,31.8569,72.3179,49.0179,33.7705,66.3573,5.0,27.0,0.596,4.0,9.0,23.0,0.591,5.0
537,88.5442,93.089,111.798,108.4174,64.1696,65.3118,91.8636,93.618,110.6201,107.2104,0.935938,0.852328,1.0,23.0,27.0,60.0,287.0,243.0,10.0,24.0,28.0,58.0,6.0,28.0,284.0,205.0,1,64.1492,66.0457,2011-1361-1396,2011.0,San Diego St.,1361.0,71.0,San Diego St.,Temple,1396.0,64.0,Temple,50.2477,34.1584,69.8565,48.6765,35.3345,69.8171,2.0,32.0,0.581,2.0,7.0,25.0,0.542,7.0
310,91.944,103.7314,113.0406,100.9254,64.2998,66.2393,93.7731,103.5035,111.1692,104.5076,0.914942,0.421806,13.0,184.0,25.0,190.0,266.0,187.0,19.0,196.0,29.0,126.0,9.0,182.0,258.0,145.0,1,64.4495,67.2901,2007-1417-1451,2007.0,UCLA,1417.0,70.0,UCLA,Weber St.,1451.0,42.0,Weber St.,52.473,37.084,66.7195,52.0916,38.7019,67.0227,5.0,26.0,0.59,2.0,11.0,20.0,0.547,15.0
27,96.1475,97.8625,115.5657,113.3802,72.2824,69.7514,98.0566,102.3083,115.7605,109.5515,0.8924,0.844568,54.0,84.0,7.0,15.0,65.0,164.0,88.0,195.0,1.0,26.0,11.0,29.0,47.0,141.0,1,73.4837,70.3386,2002-1332-1400,2002.0,Oregon,1332.0,72.0,Oregon,Texas,1400.0,70.0,Texas,52.352,42.2096,77.0784,48.2603,36.7647,68.6732,8.0,23.0,0.593,2.0,11.0,20.0,0.613,6.0
619,96.6889,90.9321,113.3361,104.2118,64.8089,65.0828,98.0809,87.3946,115.5519,107.4502,0.861389,0.827439,88.0,17.0,11.0,106.0,223.0,210.0,115.0,5.0,5.0,47.0,27.0,40.0,237.0,183.0,1,64.5174,65.8093,2013-1388-1292,2013.0,Saint Mary's,1388.0,67.0,Saint Mary's,Middle Tennessee,1292.0,54.0,Middle Tennessee,52.3077,37.3219,72.9769,49.2251,37.7871,69.5652,6.0,28.0,0.582,11.0,5.0,28.0,0.577,11.0
787,89.359,98.2728,105.8805,103.9448,65.4987,63.7263,89.9282,98.2044,103.4782,103.6937,0.875552,0.65595,6.0,92.0,95.0,123.0,136.0,234.0,6.0,90.0,140.0,133.0,18.0,94.0,105.0,221.0,1,66.242,64.0405,2015-1257-1414,2015.0,Louisville,1257.0,57.0,Louisville,UC Irvine,1414.0,55.0,UC Irvine,48.8636,30.4202,66.0085,47.7041,38.2524,68.3206,8.0,24.0,0.55,4.0,12.0,21.0,0.497,13.0
378,89.0068,96.1714,109.7418,116.0628,67.2716,72.1186,90.9409,97.6742,106.4896,113.0439,0.917458,0.896784,3.0,54.0,49.0,7.0,148.0,19.0,7.0,71.0,86.0,13.0,9.0,15.0,172.0,15.0,1,66.9964,72.7484,2008-1257-1397,2008.0,Louisville,1257.0,79.0,Louisville,Tennessee,1397.0,60.0,Tennessee,53.528,34.9614,64.7139,51.5287,35.7981,65.7074,8.0,24.0,0.594,3.0,4.0,29.0,0.581,2.0
802,92.9261,104.6547,112.9822,116.6088,62.1475,66.5756,90.9871,106.7491,111.9834,115.3436,0.904426,0.776228,15.0,216.0,20.0,10.0,298.0,84.0,8.0,279.0,24.0,12.0,14.0,53.0,330.0,81.0,1,60.9106,66.8407,2015-1455-1231,2015.0,Wichita St.,1455.0,81.0,Wichita St.,Indiana,1231.0,76.0,Indiana,48.9478,35.906,69.2308,50.6861,40.3141,71.4739,4.0,28.0,0.558,7.0,13.0,20.0,0.541,10.0
522,93.8292,98.0954,113.8185,114.0809,66.2648,66.2369,98.411,98.8971,108.5852,112.6932,0.902118,0.850195,30.0,89.0,17.0,15.0,193.0,194.0,93.0,102.0,48.0,16.0,13.0,30.0,197.0,169.0,1,66.2195,67.0513,2011-1163-1112,2011.0,Connecticut,1163.0,65.0,Connecticut,Arizona,1112.0,63.0,Arizona,47.6717,32.9114,76.2774,51.0235,39.7315,74.6385,9.0,26.0,0.584,3.0,7.0,27.0,0.555,5.0
51,89.3382,91.9602,112.6765,108.5044,68.4741,68.3552,92.7839,93.6713,111.3031,107.7146,0.935175,0.870175,3.0,16.0,17.0,48.0,210.0,212.0,13.0,23.0,13.0,43.0,5.0,19.0,187.0,256.0,1,69.1409,66.9572,2002-1328-1462,2002.0,Oklahoma,1328.0,78.0,Oklahoma,Xavier,1462.0,65.0,Xavier,48.2265,35.0148,76.676,49.1942,35.6239,72.1019,4.0,27.0,0.655,2.0,5.0,25.0,0.569,7.0
641,96.465,88.3561,118.0446,110.3897,64.9809,67.7027,97.5973,89.303,115.6025,109.6229,0.910653,0.928268,84.0,6.0,3.0,34.0,215.0,91.0,100.0,9.0,4.0,24.0,11.0,7.0,266.0,95.0,1,63.8288,67.636,2013-1276-1242,2013.0,Michigan,1276.0,87.0,Michigan,Kansas,1242.0,85.0,Kansas,53.3934,37.8667,70.305,52.8522,36.3636,73.6712,7.0,26.0,0.569,4.0,5.0,29.0,0.566,1.0
152,94.1723,95.622,108.3558,108.4505,64.3969,60.9255,97.3747,95.9252,105.0027,107.6079,0.83388,0.80965,33.0,54.0,60.0,57.0,281.0,316.0,85.0,54.0,86.0,49.0,34.0,42.0,276.0,320.0,1,64.4223,60.356,2004-1130-1428,2004.0,Boston College,1130.0,58.0,Boston College,Utah,1428.0,51.0,Utah,49.1815,32.57,67.995,50.8724,38.4458,71.875,9.0,23.0,0.596,6.0,8.0,24.0,0.569,11.0
470,97.9063,98.5583,113.061,105.1683,68.6377,63.7143,98.023,97.7719,112.148,108.8523,0.839572,0.678417,94.0,111.0,21.0,103.0,106.0,306.0,104.0,99.0,14.0,45.0,41.0,98.0,134.0,305.0,1,68.0325,63.6599,2010-1307-1285,2010.0,New Mexico,1307.0,62.0,New Mexico,Montana,1285.0,57.0,Montana,47.8193,36.9418,66.8867,51.9231,39.3145,71.8584,4.0,29.0,0.595,3.0,9.0,22.0,0.547,14.0
398,95.8922,97.8011,109.4072,119.2845,68.9415,63.9199,94.4868,97.0435,111.0785,115.0265,0.819992,0.907512,51.0,80.0,54.0,2.0,95.0,283.0,28.0,60.0,26.0,5.0,39.0,12.0,110.0,301.0,1,68.6919,62.8112,2008-1443-1179,2008.0,Western Kentucky,1443.0,101.0,Western Kentucky,Drake,1179.0,99.0,Drake,51.1645,38.9231,70.8275,50.5411,36.7089,76.7828,6.0,27.0,0.599,12.0,4.0,28.0,0.587,5.0
800,95.4161,98.518,111.2462,109.7513,68.692,69.2595,96.3505,99.2914,106.4523,108.9585,0.853864,0.775866,47.0,94.0,33.0,47.0,26.0,20.0,51.0,113.0,78.0,45.0,25.0,54.0,21.0,24.0,1,69.1227,68.8703,2015-1452-1138,2015.0,West Virginia,1452.0,68.0,West Virginia,Buffalo,1138.0,62.0,Buffalo,45.9418,31.8862,66.0401,47.5973,34.0388,72.1662,9.0,23.0,0.562,5.0,9.0,23.0,0.535,12.0
541,96.6503,93.1277,119.7906,109.9871,57.6154,69.1109,101.3777,88.1358,118.351,114.8511,0.921899,0.871411,61.0,26.0,3.0,39.0,345.0,56.0,171.0,2.0,2.0,9.0,10.0,21.0,345.0,45.0,1,57.0722,69.6376,2011-1458-1125,2011.0,Wisconsin,1458.0,72.0,Wisconsin,Belmont,1125.0,58.0,Belmont,48.8722,37.3656,81.8011,52.2439,37.8035,73.6236,8.0,23.0,0.568,4.0,4.0,30.0,0.569,13.0
26,96.1475,100.8936,115.5657,116.8748,72.2824,71.1564,98.0566,104.7241,115.7605,111.2137,0.8924,0.844344,54.0,159.0,7.0,4.0,65.0,104.0,88.0,247.0,1.0,14.0,11.0,30.0,47.0,59.0,1,73.4837,73.0534,2002-1332-1448,2002.0,Oregon,1332.0,92.0,Oregon,Wake Forest,1448.0,87.0,Wake Forest,52.352,42.2096,77.0784,52.8839,36.6412,73.8192,8.0,23.0,0.593,2.0,12.0,20.0,0.605,7.0
273,97.7334,96.5683,112.7292,107.881,65.6942,70.1858,100.095,93.3856,107.7504,105.2661,0.837747,0.78142,89.0,69.0,19.0,64.0,225.0,55.0,128.0,26.0,57.0,101.0,27.0,53.0,226.0,55.0,1,65.6292,70.2491,2006-1246-1412,2006.0,Kentucky,1246.0,69.0,Kentucky,UAB,1412.0,64.0,UAB,50.5547,34.9604,67.5541,51.0676,33.9775,64.5991,12.0,21.0,0.578,8.0,6.0,24.0,0.592,9.0
40,92.2906,96.2563,112.6545,103.8142,69.9893,71.1694,96.3867,99.6413,109.986,102.6832,0.908288,0.704591,19.0,55.0,19.0,110.0,149.0,103.0,63.0,134.0,23.0,126.0,8.0,73.0,145.0,118.0,1,70.2493,70.9306,2002-1228-1361,2002.0,Illinois,1228.0,93.0,Illinois,San Diego St.,1361.0,64.0,San Diego St.,52.7419,36.7052,74.0139,50.104,35.75,65.6676,8.0,24.0,0.622,4.0,11.0,21.0,0.504,13.0
420,95.5851,96.2642,116.5286,117.0626,68.2521,70.5279,97.6486,98.8382,114.1556,109.6083,0.90707,0.904611,53.0,62.0,6.0,5.0,94.0,32.0,89.0,109.0,8.0,35.0,12.0,16.0,80.0,30.0,1,69.1045,71.2854,2009-1328-1393,2009.0,Oklahoma,1328.0,84.0,Oklahoma,Syracuse,1393.0,71.0,Syracuse,56.5749,35.0217,67.4919,55.3763,34.9096,64.5905,5.0,27.0,0.6,2.0,9.0,26.0,0.584,3.0
794,96.0741,89.359,114.116,105.8805,63.7012,65.4987,97.9019,89.9282,110.8472,103.4782,0.878585,0.875552,53.0,6.0,14.0,95.0,235.0,136.0,83.0,6.0,29.0,140.0,17.0,18.0,267.0,105.0,1,63.1326,66.242,2015-1277-1257,2015.0,Michigan St.,1277.0,76.0,Michigan St.,Louisville,1257.0,70.0,Louisville,51.6413,38.6124,63.2787,48.8636,30.4202,66.0085,11.0,23.0,0.557,7.0,8.0,24.0,0.557,4.0
390,99.3433,98.9526,106.1652,110.4747,68.6598,69.7072,100.2982,101.6717,108.8561,110.1822,0.682171,0.780174,107.0,96.0,104.0,42.0,107.0,75.0,122.0,161.0,52.0,38.0,93.0,55.0,78.0,40.0,1,69.7342,71.372,2008-1373-1435,2008.0,Siena,1373.0,83.0,Siena,Vanderbilt,1435.0,62.0,Vanderbilt,48.1145,38.24,68.883,50.6073,39.8684,73.4641,10.0,22.0,0.599,13.0,7.0,26.0,0.552,4.0
733,96.3031,98.6776,114.9428,119.4575,66.0445,64.3561,98.7392,101.0851,112.2999,115.2419,0.884397,0.900041,35.0,59.0,19.0,5.0,195.0,275.0,57.0,96.0,36.0,12.0,17.0,11.0,156.0,297.0,1,66.8253,63.8201,2014-1246-1458,2014.0,Kentucky,1246.0,74.0,Kentucky,Wisconsin,1458.0,73.0,Wisconsin,50.0,33.2242,68.2096,51.2612,37.5949,74.5645,10.0,24.0,0.578,8.0,7.0,26.0,0.545,2.0
627,91.9256,96.8808,118.3677,96.2585,64.6243,64.8866,91.5809,89.0148,117.92,101.7422,0.948211,0.481483,26.0,91.0,2.0,253.0,231.0,219.0,21.0,7.0,1.0,155.0,3.0,170.0,215.0,197.0,1,65.0641,65.3897,2013-1211-1380,2013.0,Gonzaga,1211.0,64.0,Gonzaga,Southern,1380.0,58.0,Southern,55.0078,36.5025,70.9974,45.967,36.6606,68.7107,2.0,31.0,0.559,1.0,9.0,23.0,0.546,16.0
735,101.5988,101.4326,107.5434,124.3884,65.0083,66.0161,97.8771,102.4291,113.1045,119.9164,0.657894,0.912629,103.0,102.0,116.0,2.0,246.0,196.0,43.0,111.0,27.0,2.0,99.0,7.0,203.0,230.0,1,65.9798,65.404,2014-1273-1181,2014.0,Mercer,1273.0,78.0,Mercer,Duke,1181.0,71.0,Duke,51.6184,38.8167,73.8881,50.2871,39.4507,72.9246,8.0,26.0,0.564,14.0,8.0,26.0,0.54,3.0
767,94.7491,93.6013,111.6127,108.1202,66.3547,67.0888,94.655,96.5714,113.8003,106.5592,0.86804,0.840009,40.0,23.0,29.0,61.0,97.0,64.0,31.0,58.0,14.0,73.0,21.0,30.0,108.0,87.0,1,66.1778,66.6751,2015-1326-1433,2015.0,Ohio St.,1326.0,75.0,Ohio St.,VCU,1433.0,72.0,VCU,53.9422,37.1901,67.8354,47.1955,34.1787,65.5527,10.0,23.0,0.528,10.0,9.0,26.0,0.532,7.0
451,96.2642,90.4412,117.0626,97.0945,70.5279,62.9195,98.8382,88.6487,109.6083,98.13,0.904611,0.693457,62.0,7.0,5.0,248.0,32.0,300.0,109.0,2.0,35.0,227.0,16.0,86.0,30.0,264.0,1,71.2854,64.3774,2009-1393-1372,2009.0,Syracuse,1393.0,59.0,Syracuse,Stephen F. Austin,1372.0,44.0,Stephen F. Austin,55.3763,34.9096,64.5905,47.8017,30.8943,66.2252,9.0,26.0,0.578,3.0,7.0,24.0,0.511,14.0
585,89.8828,98.6083,116.1609,102.1924,67.907,64.1489,88.8625,97.623,111.7826,103.6929,0.950235,0.601225,9.0,117.0,6.0,144.0,84.0,262.0,2.0,90.0,18.0,117.0,3.0,128.0,143.0,217.0,1,66.7687,65.218,2012-1326-1259,2012.0,Ohio St.,1326.0,78.0,Ohio St.,Loyola MD,1259.0,59.0,Loyola MD,52.8651,33.3333,70.922,45.7785,33.9545,71.916,7.0,27.0,0.581,2.0,8.0,24.0,0.469,15.0
305,89.683,96.4224,116.5324,111.0303,65.3922,72.472,92.4443,100.6241,113.2083,107.3875,0.953101,0.835104,5.0,52.0,7.0,43.0,218.0,19.0,13.0,133.0,14.0,74.0,2.0,39.0,233.0,15.0,1,65.1462,73.1636,2007-1326-1397,2007.0,Ohio St.,1326.0,85.0,Ohio St.,Tennessee,1397.0,84.0,Tennessee,53.5354,36.1006,70.2635,50.6192,36.4955,65.3012,3.0,30.0,0.594,1.0,10.0,22.0,0.604,5.0
403,87.5401,89.7628,112.2406,109.4021,67.3593,66.937,91.6882,90.0952,111.6104,105.4467,0.945746,0.906817,3.0,5.0,28.0,48.0,127.0,146.0,8.0,7.0,19.0,94.0,3.0,13.0,133.0,218.0,1,67.4715,65.2002,2009-1163-1345,2009.0,Connecticut,1163.0,72.0,Connecticut,Purdue,1345.0,60.0,Purdue,51.3597,34.0909,67.8279,48.8711,34.8138,70.3057,4.0,27.0,0.603,1.0,9.0,25.0,0.567,5.0
490,91.4419,95.4271,107.223,110.3771,69.6914,68.0064,93.5159,98.6479,102.0208,107.5464,0.861866,0.84207,17.0,59.0,72.0,41.0,63.0,131.0,30.0,119.0,152.0,58.0,31.0,39.0,38.0,90.0,1,70.8161,69.0186,2010-1210-1329,2010.0,Georgia Tech,1210.0,64.0,Georgia Tech,Oklahoma St.,1329.0,59.0,Oklahoma St.,49.0291,35.7895,65.4809,52.5093,34.949,71.5339,12.0,22.0,0.579,10.0,10.0,22.0,0.572,7.0
478,92.6926,94.5267,104.611,111.595,70.2811,72.7233,94.6932,93.6786,100.7884,108.8679,0.800759,0.870899,30.0,48.0,112.0,27.0,46.0,14.0,43.0,31.0,180.0,43.0,57.0,27.0,39.0,9.0,1,70.7865,74.0998,2010-1448-1400,2010.0,Wake Forest,1448.0,81.0,Wake Forest,Texas,1400.0,80.0,Texas,47.2106,30.8046,65.748,50.8794,34.4523,63.3257,10.0,19.0,0.565,9.0,9.0,24.0,0.594,8.0
421,89.7628,99.2411,109.4021,109.1155,66.937,61.8554,90.0952,102.1995,105.4467,108.1962,0.906817,0.748538,5.0,122.0,48.0,53.0,146.0,318.0,7.0,198.0,94.0,56.0,13.0,76.0,218.0,325.0,1,65.2002,61.311,2009-1345-1320,2009.0,Purdue,1345.0,61.0,Purdue,Northern Iowa,1320.0,56.0,Northern Iowa,48.8711,34.8138,70.3057,51.5474,34.4209,75.6522,9.0,25.0,0.558,5.0,10.0,23.0,0.565,12.0
692,101.3973,94.1875,113.3938,113.2241,65.2367,61.3321,101.9537,97.7423,110.7795,111.7167,0.783458,0.892538,101.0,18.0,30.0,34.0,236.0,343.0,105.0,41.0,51.0,43.0,53.0,15.0,217.0,347.0,1,65.7254,60.4471,2014-1173-1393,2014.0,Dayton,1173.0,55.0,Dayton,Syracuse,1393.0,53.0,Syracuse,50.3639,37.7329,68.1319,47.6608,33.0693,70.7692,10.0,23.0,0.545,11.0,5.0,27.0,0.569,3.0
45,90.0372,92.6916,117.4632,110.234,75.0729,69.6261,94.2676,95.0957,113.1844,106.9812,0.955121,0.880088,7.0,22.0,2.0,36.0,16.0,167.0,30.0,44.0,5.0,58.0,2.0,16.0,21.0,100.0,1,75.0191,71.4302,2002-1268-1163,2002.0,Maryland,1268.0,90.0,Maryland,Connecticut,1163.0,82.0,Connecticut,51.9185,37.4138,72.5616,50.4627,39.3862,69.6315,4.0,26.0,0.659,1.0,6.0,24.0,0.593,2.0
511,95.8879,95.1273,114.0637,111.3559,70.7366,66.6091,95.688,96.4096,110.8022,108.9568,0.88039,0.859535,64.0,54.0,15.0,29.0,38.0,204.0,52.0,70.0,26.0,41.0,20.0,33.0,46.0,230.0,1,70.5196,66.237,2010-1462-1278,2010.0,Xavier,1462.0,65.0,Xavier,Minnesota,1278.0,54.0,Minnesota,50.141,37.6506,71.134,50.0,39.8703,70.0454,8.0,24.0,0.585,6.0,13.0,21.0,0.57,11.0
299,90.3123,97.5248,109.9813,110.2953,72.9291,72.7083,91.7181,95.0926,107.8924,110.748,0.906015,0.804574,7.0,63.0,54.0,47.0,10.0,13.0,9.0,34.0,65.0,34.0,10.0,53.0,12.0,23.0,1,73.5194,72.3222,2007-1268-1172,2007.0,Maryland,1268.0,82.0,Maryland,Davidson,1172.0,70.0,Davidson,50.8864,38.5069,69.5044,49.4167,36.9898,75.6589,8.0,24.0,0.576,4.0,4.0,29.0,0.555,13.0
86,94.1936,98.7394,110.0055,109.4424,67.0266,68.5071,97.4233,99.468,104.9753,109.01,0.856257,0.765579,37.0,112.0,35.0,39.0,231.0,161.0,75.0,134.0,79.0,32.0,25.0,54.0,178.0,195.0,1,68.3161,67.9139,2003-1281-1356,2003.0,Missouri,1281.0,72.0,Missouri,Southern Illinois,1356.0,71.0,Southern Illinois,49.0476,36.0515,66.1667,50.2297,38.664,69.9834,10.0,21.0,0.615,6.0,6.0,24.0,0.573,11.0
392,96.1714,95.7745,116.0628,113.3087,72.1186,60.949,97.6742,95.1339,113.0439,112.8232,0.896784,0.873623,54.0,50.0,7.0,18.0,19.0,327.0,71.0,39.0,13.0,16.0,15.0,20.0,15.0,330.0,1,72.7484,59.9734,2008-1397-1139,2008.0,Tennessee,1397.0,76.0,Tennessee,Butler,1139.0,71.0,Butler,51.5287,35.7981,65.7074,51.3483,38.0215,73.7008,4.0,29.0,0.587,2.0,3.0,29.0,0.591,7.0
614,94.3952,95.2138,104.4235,111.7586,67.1738,61.3828,93.2305,100.2036,104.3684,107.448,0.761531,0.863242,43.0,55.0,106.0,23.0,115.0,326.0,31.0,156.0,106.0,55.0,58.0,23.0,123.0,328.0,1,67.1077,61.4204,2012-1325-1276,2012.0,Ohio,1325.0,65.0,Ohio,Michigan,1276.0,60.0,Michigan,47.6948,33.9719,69.0541,54.0062,35.1316,72.4138,7.0,27.0,0.554,13.0,9.0,24.0,0.581,4.0
630,83.7994,98.5224,112.1925,116.8317,67.2329,64.9916,85.2644,98.6876,108.6223,112.5949,0.966287,0.876553,1.0,119.0,18.0,5.0,112.0,214.0,2.0,136.0,31.0,10.0,1.0,20.0,138.0,256.0,1,66.668,64.0342,2013-1257-1161,2013.0,Louisville,1257.0,82.0,Louisville,Colorado St.,1161.0,56.0,Colorado St.,50.8075,33.2851,70.8696,48.4258,34.0637,71.0754,5.0,29.0,0.574,1.0,8.0,25.0,0.541,8.0
526,95.2289,93.7787,113.4598,105.187,63.9187,66.2188,96.6258,96.8615,109.4048,103.5282,0.8823,0.78922,45.0,29.0,18.0,97.0,297.0,196.0,60.0,64.0,43.0,124.0,17.0,53.0,295.0,155.0,1,63.8638,67.2393,2011-1196-1417,2011.0,Florida,1196.0,73.0,Florida,UCLA,1417.0,65.0,UCLA,51.6878,35.303,66.8456,50.8121,32.6415,67.9455,7.0,26.0,0.56,2.0,10.0,22.0,0.578,7.0
596,102.413,89.1305,117.5104,103.1698,67.0368,63.4132,102.3886,91.2711,117.3257,101.7572,0.829403,0.843191,195.0,4.0,5.0,130.0,120.0,290.0,201.0,15.0,3.0,159.0,38.0,27.0,106.0,290.0,1,67.5353,63.3448,2012-1166-1104,2012.0,Creighton,1166.0,58.0,Creighton,Alabama,1104.0,57.0,Alabama,54.69,42.3929,72.6902,51.278,28.9362,71.1075,5.0,28.0,0.573,8.0,11.0,21.0,0.515,9.0
789,89.359,98.2047,105.8805,111.4724,65.4987,64.4348,89.9282,101.0564,103.4782,108.1518,0.875552,0.811122,6.0,89.0,95.0,30.0,136.0,189.0,6.0,148.0,140.0,54.0,18.0,38.0,105.0,193.0,1,66.242,64.4741,2015-1257-1301,2015.0,Louisville,1257.0,75.0,Louisville,North Carolina St.,1301.0,65.0,North Carolina St.,48.8636,30.4202,66.0085,47.3975,36.0791,68.3358,8.0,24.0,0.568,4.0,13.0,20.0,0.551,8.0
98,99.9469,87.1782,113.1309,106.8345,59.9481,65.9654,100.0723,90.0315,113.6498,104.3843,0.806109,0.911997,135.0,3.0,13.0,66.0,325.0,269.0,147.0,7.0,3.0,87.0,42.0,9.0,325.0,248.0,1,59.6288,66.6381,2003-1139-1280,2003.0,Butler,1139.0,47.0,Butler,Mississippi St.,1280.0,46.0,Mississippi St.,53.4128,39.0988,71.7557,52.2709,34.1223,67.4033,5.0,25.0,0.593,12.0,9.0,21.0,0.599,5.0
740,97.5046,100.7614,116.7863,111.6118,70.0548,63.6072,99.9588,96.7428,115.4258,116.0776,0.888462,0.76425,49.0,95.0,14.0,47.0,32.0,304.0,74.0,28.0,11.0,8.0,16.0,59.0,34.0,244.0,1,70.4051,65.1297,2014-1417-1372,2014.0,UCLA,1417.0,77.0,UCLA,Stephen F. Austin,1372.0,60.0,Stephen F. Austin,52.9818,37.9768,74.851,52.2575,34.8665,71.4477,8.0,26.0,0.558,4.0,2.0,31.0,0.56,12.0
